customer_id,Name,age,gender,phone_number,customer_location,purchase_date,product_category,purchase_amount,preferred_payment_method,loyality_score
838,Geoffry Vernham,44,Male,841-660-6803,,13.4.2022,electronics,84258,CAsh,78
839,Willetta Squibb,37,femal,829-509-8566,Guntur,3.3.2021,Electronics,31156,CAsh,22
840,Leonardo Toy,57,femal,192-135-1330,VIJayawada,19.10.2023,Books,18347,mobile payment,70
841,Karine Keemar,52,MAle,685-803-8928,VIJayawada,19.10.2023,books,18617,CAsh,13
842,Madella Flear,27,Male,460-570-0419,Vijayawada,29.1.2021,Electronics,19740,credit card,49
843,Price Slot,23,femal,560-913-9947,Chittor,10.9.2022,Home Appliances,58185,cash,18
844,Boris Antonin,55,MAle,215-107-5627,KUrnool,20.3.2021,Home Appliances,55957,CAsh,28
845,Maddy Ick,51,FEmale,674-871-7497,Vizag,10.2.2023,Toys,36051,mobile payment,81
846,Savina Huskinson,36,femal,565-768-5598,KUrnool,10.6.2023,Books,42233,cash,100
847,Allen Quainton,36,,873-408-0691,Vijayawada,26.4.2023,Toys,76083,cash,66
848,Moina Rahl,39,Male,127-337-2973,KUrnool,2.7.2021,Electronics,13624,credit card,14
849,Sheffy Fri,58,Female,312-460-7772,Vizag,26.1.2022,Toys,63751,credit card,31
850,Sherilyn Halso,39,MAle,463-328-1816,Chittor,3.3.2023,electronics,77165,credit card,5
851,Sanders Callingham,35,FEmale,879-423-9400,Vizag,11.4.2021,Toys,48598,cash,53
852,Hayes Rosencwaig,59,Male,528-339-3105,Kurnool,21.9.2021,Home Appliances,98470,cash,97
853,Dierdre Vasichev,59,Male,631-942-3001,VIJayawada,24.10.2021,Home Appliances,,CAsh,97
854,Sawyer Farnell,36,Female,464-979-9219,Kurnool,13.9.2023,Home Appliances,95790,mobile payment,36
855,Chelsey Moors,55,Female,748-929-3365,VIJayawada,28.5.2023,Home Appliances,75125,mobile payment,45
856,Rahel Gladdish,22,,217-146-2101,Vizag,11.9.2022,Clothing,24126,credit card,3
857,Farrell Khidr,37,Male,469-205-2577,VIJayawada,23.11.2022,Toys,62990,mobile payment,27
858,Yevette Gricks,30,FEmale,742-439-3595,KUrnool,2.10.2021,Home Appliances,10396,cash,75
859,Bartel Currao,57,femal,775-355-6512,VIJayawada,21.7.2022,electronics,60289,CAsh,11
860,Ephrem Tomlins,57,FEmale,325-928-0419,VIJayawada,2.3.2022,Toys,97634,mobile payment,19
861,Stephen Pink,55,femal,791-718-1177,Kurnool,16.1.2021,electronics,79108,cash,52
862,Catharina Shepley,39,,398-115-1201,Vizag,2.6.2022,Clothing,86003,mobile payment,91
863,Emili Saltsberger,21,,608-831-5048,KUrnool,13.3.2021,Electronics,92887,credit card,37
864,Johnathan Seldon,32,femal,816-602-5092,KUrnool,22.7.2023,Clothing,26205,mobile payment,95
865,Gianna Croot,53,Female,197-733-2167,KUrnool,8.8.2021,Groceries,19931,CAsh,61
866,Aime Sorbey,30,Female,465-175-9735,Vijayawada,18.3.2021,Groceries,60919,CAsh,8
867,Hailey Dunlop,53,MAle,205-103-9281,Vijayawada,30.8.2022,Clothing,18717,cash,41
868,Nicol Cursey,53,MAle,328-721-9198,Guntur,3.3.2022,books,72802,CAsh,90
869,Demetre D'eathe,44,Female,382-764-9083,Chittor,13.4.2021,books,99129,CAsh,53
870,Melisande Collingwood,51,Male,703-808-9895,Kurnool,21.3.2021,Grocy,73615,credit card,95
871,Colline Puttrell,42,Female,971-137-3212,,18.9.2023,Electronics,78170,cash,55
872,Alva Redemile,27,,903-587-4723,VIJayawada,4.8.2021,Electronics,14403,cash,41
873,Mathe Trood,19,femal,861-557-3951,VIJayawada,13.9.2023,Toys,77161,mobile payment,1
874,Carlynne Goodrum,21,,770-606-5097,Chittor,21.2.2023,Groceries,70241,cash,11
875,Morie Vollam,50,FEmale,797-351-2423,KUrnool,28.10.2021,electronics,55205,cash,75
876,Hector Gwynne,22,,305-752-6629,KUrnool,4.12.2021,electronics,79715,mobile payment,79
877,Beverlie Cubberley,43,femal,451-620-5421,KUrnool,6.5.2021,Books,26362,mobile payment,83
878,Ricca Kingwell,17,Male,559-191-4904,VIJayawada,30.5.2023,Grocy,97585,cash,10
879,Glennis Tabbernor,29,Male,289-794-9948,Guntur,16.8.2023,Electronics,22409,CAsh,48
880,Daloris Tallent,20,MAle,461-211-6614,Chittor,8.2.2021,Home Appliances,92481,CAsh,74
881,Umeko Gregorowicz,38,Female,367-674-7144,Vijayawada,1.6.2021,Books,42410,mobile payment,100
882,Martie Boate,33,Female,757-468-9515,,3.11.2023,electronics,34748,mobile payment,14
883,Camile Saldler,17,,743-398-3124,Chittor,15.3.2022,Electronics,65037,cash,52
884,Curtis Leavold,24,Male,193-431-8965,Chittor,28.4.2022,electronics,17066,CAsh,78
885,Fabien Bushby,30,femal,577-171-8737,Vizag,2.12.2021,electronics,20537,cash,49
886,Terrijo Farrans,48,MAle,984-897-7629,Chittor,7.3.2022,Toys,62780,cash,90
887,Aaron Tigwell,36,Female,555-256-1216,VIJayawada,19.4.2022,Home Appliances,92416,credit card,30
888,Jody Favel,41,femal,568-927-2835,Chittor,30.3.2023,books,75103,credit card,37
889,Bernadine Down,52,MAle,173-142-0087,VIJayawada,22.12.2022,Clothing,97139,cash,65
890,Drucill Lilleyman,29,femal,967-117-9155,KUrnool,24.7.2023,Grocy,,CAsh,89
891,Garrett Thirlaway,53,Male,494-213-6630,Chittor,14.9.2021,Grocy,,credit card,78
892,Happy Gradly,55,Female,511-214-0584,,16.11.2022,Toys,48028,CAsh,1
893,Daisy Sreenan,45,FEmale,198-946-1314,Vijayawada,2.6.2021,Home Appliances,55100,credit card,71
894,Ginnie Chatenier,33,Female,378-687-9839,Kurnool,7.5.2022,,43406,cash,63
895,Mellie Dwelly,40,Female,262-620-1924,Vizag,9.6.2021,Toys,26907,mobile payment,80
896,Chandra Ginty,20,Male,933-276-8529,Kurnool,24.9.2021,Grocy,53370,mobile payment,74
897,Carlin Wessel,30,MAle,645-608-8237,Vijayawada,9.4.2021,Grocy,18550,CAsh,82
898,Arluene Dabnot,16,Male,916-162-5426,KUrnool,22.8.2023,books,56656,CAsh,77
899,Debra Redmore,28,,796-466-3220,Chittor,13.4.2021,Toys,76710,mobile payment,93
900,Templeton Chitter,24,Male,564-655-2262,VIJayawada,12.12.2021,Clothing,45378,mobile payment,6
901,Hector Lutty,41,MAle,499-262-5012,Kurnool,16.2.2021,books,24572,cash,26
902,Ely Worsnap,59,Male,246-104-1249,Kurnool,24.9.2022,Electronics,49101,credit card,20
903,Timi Voller,40,,810-374-3242,Kurnool,10.1.2023,books,,CAsh,45
904,Michell Beddow,42,femal,236-811-3650,Vijayawada,8.3.2022,electronics,86908,CAsh,26
905,Colman Davydzenko,35,Male,214-261-6563,Vijayawada,24.4.2022,Groceries,98001,mobile payment,84
906,Cheri Frizzell,42,,640-283-2707,Kurnool,2.2.2023,Home Appliances,28327,credit card,86
907,Rafi Wrathmell,59,MAle,478-843-9491,KUrnool,26.1.2022,Clothing,20511,mobile payment,72
908,Neils Barbie,38,Male,837-798-7943,,30.1.2021,Clothing,78993,credit card,39
909,Pablo Andrioli,53,,376-890-5887,VIJayawada,26.8.2022,Clothing,77401,credit card,100
910,Livvyy Blare,20,FEmale,608-891-7950,Guntur,4.2.2022,Books,66315,credit card,19
911,Linn Robeiro,29,FEmale,174-972-9689,Kurnool,14.3.2022,Clothing,41266,cash,66
912,Marlon Rollingson,30,Female,414-455-9025,VIJayawada,18.3.2023,books,13527,credit card,16
913,Barbara Wyeth,56,MAle,789-742-3213,Kurnool,23.9.2023,books,12756,cash,43
914,Glynn Paternoster,31,Female,373-258-7094,Guntur,8.2.2021,electronics,61646,mobile payment,61
915,Leticia Renshall,49,femal,565-121-3034,Vijayawada,11.4.2023,Electronics,33610,CAsh,15
916,Suzanne Klebes,51,,452-226-6511,VIJayawada,12.6.2023,Clothing,84053,mobile payment,41
917,Isador Bardell,42,,477-743-7262,Vizag,24.4.2021,Grocy,45374,credit card,54
918,Emili Millard,47,femal,946-481-1632,Vizag,30.7.2022,electronics,61669,mobile payment,99
919,Woodman Leall,56,Male,661-655-5437,Guntur,2.4.2021,Home Appliances,12563,mobile payment,77
920,Beverie Creasy,28,MAle,352-772-5838,KUrnool,8.3.2021,Electronics,18717,mobile payment,80
921,Kimmi Sommerscales,24,Female,640-911-4422,KUrnool,16.10.2023,Groceries,34060,cash,19
922,Frederique Measham,49,femal,787-627-6264,KUrnool,26.6.2021,Home Appliances,26822,CAsh,36
923,Marylee Samms,17,,202-532-3921,Kurnool,8.10.2023,electronics,17995,CAsh,87
924,Zilvia Kharchinski,60,FEmale,547-720-2916,KUrnool,18.9.2023,books,92863,cash,23
925,Ilse Genever,59,Female,969-355-8386,Chittor,12.9.2022,Grocy,88713,cash,1
926,Catherina Tulk,45,MAle,404-389-7644,VIJayawada,25.10.2022,Groceries,,CAsh,24
927,Nessi Godman,20,Female,656-847-9821,Chittor,8.12.2022,Books,34346,CAsh,70
928,Jephthah Alexandrou,58,Female,507-210-5580,KUrnool,11.5.2023,Groceries,83771,mobile payment,45
929,Rossy Poley,48,MAle,969-496-7837,Chittor,14.1.2023,Clothing,31302,credit card,76
930,Zonda Souten,43,femal,922-293-5655,Guntur,25.12.2023,Toys,29082,credit card,61
931,Shelli Itzchaki,19,Male,416-342-0208,Chittor,6.3.2022,electronics,76999,cash,16
932,Zsa zsa Hanniger,40,MAle,597-689-1695,Vizag,29.1.2023,Grocy,72550,mobile payment,58
933,Carver Duckfield,33,FEmale,623-449-6343,Kurnool,1.10.2023,Electronics,14143,mobile payment,20
934,Isac Torrance,19,FEmale,829-511-7686,Vizag,31.7.2021,Grocy,26060,CAsh,74
935,Gusella Bontine,43,Female,719-519-7560,Chittor,2.8.2023,Electronics,22751,credit card,5
936,Bordie Inchboard,24,FEmale,969-359-9447,Vizag,19.3.2021,Books,70067,CAsh,58
937,Wendell McCarthy,57,,316-139-5215,Chittor,30.10.2023,Groceries,23769,mobile payment,55
938,Angela Wynes,58,femal,724-300-0740,Vijayawada,2.10.2021,Grocy,30064,mobile payment,66
939,Eloisa Leversha,27,Female,542-903-9972,VIJayawada,4.3.2022,Clothing,40696,mobile payment,73
940,Abbe Macer,29,,773-905-6206,Kurnool,20.6.2021,,28188,CAsh,45
941,Mortimer Malinowski,30,MAle,643-263-7440,Vijayawada,6.11.2023,books,87749,CAsh,76
942,Bernardina Lanning,18,Male,764-573-5101,Guntur,29.1.2021,Electronics,70442,CAsh,74
943,Jana Coffey,60,,452-926-6219,KUrnool,10.3.2021,books,94156,mobile payment,23
944,Lawrence Hamnett,50,femal,734-565-4963,Vijayawada,12.3.2023,Home Appliances,98722,mobile payment,72
945,Marilin Kilsby,45,FEmale,122-104-5227,Chittor,18.1.2023,Electronics,91662,credit card,73
946,Ennis Stobo,32,FEmale,919-558-0951,Guntur,3.9.2023,Groceries,58307,mobile payment,55
947,Alex Trime,41,femal,330-676-7953,Kurnool,11.5.2023,Home Appliances,32112,cash,89
948,Konstance Passie,58,FEmale,433-759-4493,KUrnool,25.1.2023,electronics,63314,CAsh,92
949,Merilyn Franschini,42,femal,237-723-9579,Kurnool,13.11.2022,Electronics,93842,credit card,19
950,Gerry Oliphand,16,MAle,463-934-3631,KUrnool,6.3.2021,Books,12967,credit card,82
951,Shirlee Crocket,33,,530-388-1730,Chittor,8.8.2021,Groceries,15703,credit card,22
952,Cecelia Obispo,48,MAle,758-306-6848,VIJayawada,26.10.2023,books,85058,credit card,10
953,Ramon Featherbie,55,MAle,462-212-9624,Guntur,26.1.2023,Toys,12898,CAsh,6
954,Fulvia Longo,42,Female,830-860-7163,VIJayawada,17.8.2023,Toys,87305,cash,13
955,Sara Boother,22,MAle,713-452-2967,,26.10.2022,Groceries,76008,CAsh,48
956,Ulrick Bickford,52,MAle,293-765-9758,Vizag,30.11.2021,Groceries,16040,credit card,92
957,Emmy Pay,56,FEmale,800-756-8528,Guntur,17.4.2021,Toys,97640,credit card,83
958,Corissa Musto,44,,833-666-5556,KUrnool,25.11.2023,Books,51333,mobile payment,55
959,Benji Coping,54,,650-175-9407,Chittor,2.2.2021,Electronics,50005,mobile payment,13
960,Clarice Dronsfield,57,MAle,567-573-4715,Vizag,27.9.2021,Clothing,63923,cash,75
961,Livvy Whitehorne,24,FEmale,825-237-7028,Vizag,2.11.2022,Books,24679,cash,90
962,Rudolf Jent,54,femal,293-168-9800,Vijayawada,27.5.2022,,21633,credit card,41
963,Laurie Songhurst,16,MAle,802-852-9467,Chittor,4.12.2022,electronics,94384,cash,13
964,Gael Yo,36,femal,104-470-4329,Guntur,27.1.2022,Grocy,67567,credit card,20
965,Carie Moutray Read,20,FEmale,931-356-2503,Chittor,17.5.2023,Groceries,62889,mobile payment,31
966,Caz Pettifor,56,FEmale,604-739-9532,Chittor,16.11.2022,books,42840,mobile payment,10
967,Sergei Pabelik,43,Male,284-417-5328,Guntur,26.9.2021,Electronics,25926,credit card,16
968,Orelia O'Kerin,27,Female,328-664-5964,Vijayawada,19.2.2021,electronics,52642,cash,36
969,Bella Cockle,49,Male,984-970-5022,Guntur,23.1.2021,Grocy,17967,mobile payment,90
970,Matelda Hunstone,29,,517-261-3433,Chittor,24.10.2021,Clothing,,mobile payment,24
971,Clemmy Mordie,35,FEmale,958-304-7075,Vijayawada,21.6.2021,Electronics,69308,mobile payment,55
972,Christopher Barton,23,femal,339-746-9545,Vizag,13.11.2023,Clothing,77532,cash,9
973,Shandie Spring,17,MAle,384-945-1713,Vizag,3.2.2023,Electronics,52586,credit card,8
974,Brig Cattellion,51,femal,955-591-7308,Kurnool,14.2.2023,,96046,CAsh,17
975,Cecily Monnoyer,48,femal,284-985-9845,VIJayawada,11.1.2021,Grocy,44903,CAsh,87
976,Freeman Wathey,36,,513-858-1942,Vijayawada,24.1.2022,Groceries,,mobile payment,10
977,Jervis Woodeson,44,MAle,162-813-5218,KUrnool,12.8.2023,Toys,52371,credit card,7
978,Odo Solomonides,51,Male,988-726-0939,Chittor,26.3.2023,Groceries,50713,mobile payment,19
979,Christye Gowanson,53,MAle,198-284-4020,VIJayawada,9.3.2023,Toys,42126,credit card,39
980,Doralyn Durbridge,26,FEmale,858-268-4694,Vizag,25.6.2021,books,62320,mobile payment,43
981,Selestina Bruckman,43,MAle,917-407-4808,Guntur,13.10.2023,Toys,79817,credit card,41
982,Hatty Karpenya,16,Female,501-502-5190,Kurnool,13.1.2021,Toys,77827,credit card,70
983,Emyle Cotsford,42,femal,613-749-3721,Guntur,3.4.2022,Home Appliances,86887,cash,69
984,Symon Wines,56,Female,209-419-6213,KUrnool,9.12.2023,Home Appliances,89896,mobile payment,63
985,Kellby Brewin,26,MAle,147-131-1210,Chittor,5.7.2023,electronics,52429,cash,44
986,Blake Gligori,36,MAle,894-254-9928,Vizag,16.7.2023,Clothing,33351,credit card,19
987,Land Rowena,39,,407-800-6183,Kurnool,31.10.2021,,36266,mobile payment,64
988,Kristoforo Zoren,47,femal,521-264-1816,VIJayawada,6.8.2021,Books,39590,credit card,32
989,Lily Di Biasi,21,,264-332-5567,KUrnool,2.7.2021,Toys,95748,CAsh,86
990,Glen Ferriday,40,Male,308-754-0255,Vijayawada,19.2.2022,Toys,,CAsh,71
991,Carlyn Darell,31,MAle,347-147-8930,,1.10.2021,Toys,91491,credit card,6
992,Freemon Purkis,34,Female,532-261-6435,VIJayawada,18.11.2021,Grocy,56351,cash,7
993,Amaleta Grim,46,,136-786-7153,Vizag,9.1.2023,books,43544,credit card,82
994,Lynna Queen,29,,433-971-4046,KUrnool,10.6.2023,books,23210,mobile payment,60
995,Llywellyn Enoksson,48,Male,921-813-8190,KUrnool,29.5.2021,Electronics,22630,cash,59
996,Dosi McKinnon,48,FEmale,853-325-7208,Vijayawada,5.6.2021,,46612,credit card,4
997,Elladine Loadwick,46,Male,339-311-9405,Vizag,14.2.2022,books,86921,mobile payment,47
998,Kevyn Bellocht,37,femal,540-228-5513,Guntur,20.1.2023,Books,99819,cash,27
999,Guthry Jori,54,MAle,827-162-2096,Guntur,8.7.2021,Clothing,94608,credit card,24
1000,Nelie Grimoldby,37,FEmale,824-455-8877,Vijayawada,12.11.2023,Groceries,,cash,84
